nameseq,avg_betweenness.1-mer,avg_degree.1-mer,assortativity_degree.1-mer,maxdegree.1-mer,mindegree.1-mer,std_degree.1-mer,average_path_length.1-mer,transitivity_avglocal_undirected.1-mer,transitivity_undirected.1-mer,number_of_edges.1-mer,motifs3.1-mer,motifs4.1-mer,authority_score.1-mer,closeness.1-mer,Burts_constraint.1-mer,count_multiple.1-mer,density.1-mer,diameter.1-mer,eccentricity.1-mer,edge_betweenness.1-mer,hub_score.1-mer,maxdegreetwo.1-mer,neighborhood_size.1-mer,radius.1-mer,avg_weighted_degree.1-mer,number_vertices.1-mer,avg_betweenness.2-mer,avg_degree.2-mer,assortativity_degree.2-mer,maxdegree.2-mer,mindegree.2-mer,std_degree.2-mer,average_path_length.2-mer,transitivity_avglocal_undirected.2-mer,transitivity_undirected.2-mer,number_of_edges.2-mer,motifs3.2-mer,motifs4.2-mer,authority_score.2-mer,closeness.2-mer,Burts_constraint.2-mer,count_multiple.2-mer,density.2-mer,diameter.2-mer,eccentricity.2-mer,edge_betweenness.2-mer,hub_score.2-mer,maxdegreetwo.2-mer,neighborhood_size.2-mer,radius.2-mer,avg_weighted_degree.2-mer,number_vertices.2-mer,avg_betweenness.3-mer,avg_degree.3-mer,assortativity_degree.3-mer,maxdegree.3-mer,mindegree.3-mer,std_degree.3-mer,average_path_length.3-mer,transitivity_avglocal_undirected.3-mer,transitivity_undirected.3-mer,number_of_edges.3-mer,motifs3.3-mer,motifs4.3-mer,authority_score.3-mer,closeness.3-mer,Burts_constraint.3-mer,count_multiple.3-mer,density.3-mer,diameter.3-mer,eccentricity.3-mer,edge_betweenness.3-mer,hub_score.3-mer,maxdegreetwo.3-mer,neighborhood_size.3-mer,radius.3-mer,avg_weighted_degree.3-mer,number_vertices.3-mer,label
sp|Q81LS2_p|DNAK_BACAN,2.1578947368421053,64.21052631578947,0.07409937807371741,142.0,2.0,39.32131998021111,1.239766081871345,0.880126736009089,0.8691275167785235,610.0,752.0,3076.0,0.46212299971925697,0.8255723842720746,0.3035097222732829,7.055737704918032,3.5672514619883042,2.0,1.9473684210526316,0.3475409836065575,0.46212299971925697,122.0,14.68421052631579,1.0,64.21052631578947,19.0,314.13100436681225,5.318777292576422,0.3627465419607453,20.0,2.0,4.051917039224703,3.7555351260246685,0.025537078157165487,0.04010397326401782,609.0,2621.0,18342.0,0.09611927229197605,0.2703790434094967,0.3243959621270213,1.3546798029556644,0.02332797058147552,7.0,5.873362445414846,160.98850574712648,0.09611927229197605,20.0,5.515283842794763,5.0,5.318777292576422,229.0,3069.3358490566065,2.2943396226415067,0.29762959896543756,8.0,1.0,0.8601042267556163,12.604294325355779,0.003156565656565656,0.0033975084937712344,608.0,881.0,1714.0,0.01975721439371253,0.08245398265593963,0.4749868972746327,1.0427631578947376,0.00433712594072119,33.0,23.345283018867935,2906.1398026315787,0.01975721439371253,8.0,3.2490566037735813,17.0,2.2943396226415067,530.0,positive
sp|Q81X78_p|ENO_BACAN,3.2500000000000004,43.0,0.02315368734314575,92.0,2.0,25.897876360813836,1.3421052631578947,0.8522624090735548,0.8228070175438597,430.0,772.0,3284.0,0.4708280496989566,0.7686964261237125,0.33007352585642913,4.772093023255815,2.263157894736842,3.0,2.1999999999999997,0.593023255813954,0.4708280496989566,86.0,13.799999999999999,2.0,43.0,20.0,317.20952380952383,4.0857142857142845,0.11994719075506803,16.0,2.0,2.5601870679950816,4.035497835497836,0.017359095930524503,0.016314199395770394,429.0,1637.0,9274.0,0.13064831722042924,0.25151523689330113,0.3467871104482355,1.1258741258741256,0.019548872180451125,8.0,6.385714285714284,206.4312354312355,0.13064831722042924,16.0,4.838095238095237,5.0,4.0857142857142845,210.0,4804.213759213759,2.1031941031941024,0.1088935703637997,6.0,1.0,0.47972619050058707,24.666077631594874,0.0,0.0,428.0,501.0,669.0,0.014924227072069545,0.042841976276093374,0.4919464919464923,1.014018691588785,0.005180281042350008,77.0,58.27027027027029,4761.532710280378,0.014924227072069545,6.0,3.088452088452087,39.0,2.1031941031941024,407.0,positive
sp|P13243_p|ALF_BACSU,3.0,29.894736842105267,-0.05787865758970594,60.0,6.0,16.514410730415214,1.3333333333333333,0.7603003893251571,0.7360594795539034,284.0,685.0,3082.0,0.527779773563074,0.7626903146233509,0.2865455488680731,3.3873239436619733,1.6608187134502925,2.0,2.0,0.8028169014084506,0.527779773563074,55.0,13.0,2.0,29.894736842105267,19.0,298.1242603550295,3.3491124260355036,0.09682211527598895,12.0,1.0,1.9737963403749499,4.549098337559876,0.011111111111111112,0.010676156583629894,283.0,837.0,3574.0,0.10526520033881971,0.22453103865593763,0.39259088045145724,1.0918727915194357,0.019935193012116086,10.0,8.349112426035498,228.19434628975262,0.10526520033881971,12.0,4.195266272189349,7.0,3.3491124260355036,169.0,2686.1291512915136,2.0811808118081174,-0.09370281552535788,6.0,1.0,0.4554468311620766,20.897252972529724,0.0,0.0,282.0,333.0,442.0,0.024395762654239626,0.049121083106475644,0.4932349323493233,1.0,0.0077080770807708065,50.0,38.804428044280435,2711.0851063829787,0.024395762654239626,6.0,3.0811808118081174,31.0,2.0811808118081174,271.0,positive
tr|Q8Y498_p|Q8Y498_LISMO,3.8,28.300000000000004,-0.008967456429548317,61.0,4.0,17.97247896090019,1.4,0.7426452550717257,0.7058823529411765,283.0,711.0,3295.0,0.4678381431149,0.729810078498718,0.3041242760387068,3.4452296819788,1.4894736842105263,2.0,2.0,0.9399293286219077,0.4678381431149,52.0,12.4,2.0,28.300000000000004,20.0,293.16071428571416,3.3571428571428577,0.1455099413796614,12.0,1.0,2.0067911910195693,4.510906757912746,0.00843075753255394,0.02378255945639864,282.0,869.0,3771.0,0.07912964040179193,0.22563175470751487,0.39001511081733714,1.0709219858156036,0.020102651839178785,9.0,7.232142857142858,224.3936170212767,0.07912964040179193,11.0,4.238095238095236,6.0,3.3571428571428577,168.0,2853.1788321167896,2.0510948905109467,-0.05553629218677724,4.0,1.0,0.34853536894345466,21.902409026496617,0.0,0.0,281.0,312.0,375.0,0.05228568619168811,0.047990151916261825,0.4963503649635038,1.0,0.007513168097109703,54.0,40.96715328467152,2915.202846975091,0.05228568619168811,4.0,3.0510948905109467,31.0,2.0510948905109467,274.0,positive
sp|P68905_p|ALF_STRP1,3.9500000000000006,29.199999999999992,-0.054941461813687864,77.0,4.0,19.22654415125089,1.4157894736842105,0.7381132511279568,0.6940639269406392,292.0,706.0,3287.0,0.4056845096546346,0.7228120065018532,0.3081820330431519,3.6301369863013697,1.5368421052631578,3.0,2.1500000000000004,0.9212328767123286,0.4056845096546346,67.0,12.3,2.0,29.199999999999992,20.0,314.1714285714288,3.325714285714285,0.16687774373874859,12.0,1.0,2.0541724586304624,4.611165845648604,0.028870038118593035,0.02591792656587473,291.0,910.0,4244.0,0.10409415640970707,0.22234641853218842,0.4030023705908288,1.082474226804123,0.019113300492610837,11.0,8.428571428571429,241.25429553264604,0.10409415640970707,12.0,4.200000000000002,6.0,3.325714285714285,175.0,4171.49645390071,2.056737588652483,0.11306091752318925,4.0,1.0,0.36267426029916583,30.690366219933875,0.0,0.0,290.0,325.0,408.0,0.03154598894770402,0.03497559472542725,0.49556737588652483,1.0,0.007319350849297091,99.0,74.47517730496459,4193.044827586206,0.03154598894770402,4.0,3.056737588652483,50.0,2.056737588652483,282.0,positive
sp|P99136_p|G3P1_STAAN,3.55,33.50000000000001,-0.00845516086272793,72.0,4.0,20.021238722916223,1.3736842105263158,0.7940552339817045,0.7689243027888446,335.0,734.0,3333.0,0.4706679017014438,0.74710936282741,0.2947360670333913,3.7044776119402965,1.763157894736842,3.0,2.150000000000001,0.7791044776119406,0.4706679017014438,60.0,13.099999999999998,2.0,33.50000000000001,20.0,331.6190476190477,3.534391534391533,0.18512418464780603,12.0,1.0,2.139359612221499,4.527862208713272,0.02080892963245904,0.023928215353938187,334.0,987.0,4238.0,0.082923310953764,0.22441386947306693,0.3883606897903194,1.1317365269461084,0.018799954970167735,9.0,7.365079365079365,240.84431137724542,0.082923310953764,12.0,4.291005291005293,6.0,3.534391534391533,189.0,3220.424050632911,2.107594936708859,0.22225048561650199,4.0,1.0,0.4718056218237439,21.44713682941531,0.0,0.0,333.0,386.0,513.0,0.020263699947788434,0.04913261949027389,0.49129746835443056,1.018018018018018,0.006690777576853527,58.0,41.59493670886075,3205.477477477476,0.020263699947788434,4.0,3.088607594936706,30.0,2.107594936708859,316.0,positive
tr|Q8CWN6_p|Q8CWN6_STRR6,2.9999999999999996,35.8,0.022750020289588856,78.0,4.0,20.136037346012248,1.3157894736842106,0.8140414813944226,0.7790152403282532,358.0,820.0,3732.0,0.45942396202344,0.7761638726205708,0.2746426024164955,3.871508379888268,1.8842105263157893,2.0,2.0,0.6983240223463685,0.45942396202344,68.0,14.0,2.0,35.8,20.0,394.1346153846154,3.4326923076923075,0.1581151765298234,12.0,2.0,2.1247824462252556,4.808063916759569,0.03232008013561411,0.03870967741935484,357.0,1057.0,4473.0,0.10625424793748092,0.2114408710863909,0.40379317122808195,1.1232492997198884,0.016583054626532888,10.0,7.735576923076924,289.93837535014,0.10625424793748092,12.0,4.23076923076923,6.0,3.4326923076923075,208.0,2890.55325443787,2.106508875739645,0.08639863130881074,6.0,1.0,0.49304536222457473,18.154618720699524,0.0,0.0,356.0,435.0,634.0,0.02423489018134265,0.05754344978915043,0.4893984220907297,1.0,0.006250768177268977,56.0,40.911242603550264,2904.38202247191,0.02423489018134265,6.0,3.106508875739645,28.0,2.106508875739645,338.0,positive
sp|Q8Y3P9_p|CATA_LISMO,1.5789473684210527,51.263157894736835,-0.0334803803424173,78.0,14.0,17.27743312216426,1.1754385964912282,0.8571661310825398,0.8524426719840479,487.0,866.0,3685.0,0.680773741919065,0.8606086803316718,0.2470550464854058,4.347022587268994,2.847953216374269,2.0,1.9473684210526316,0.41273100616016434,0.680773741919065,70.0,15.842105263157894,1.0,51.263157894736835,19.0,371.1779661016947,4.11864406779661,0.024744253756086933,12.0,2.0,2.1458256343359503,4.158961413631446,0.002175813828356201,0.004899292324442025,486.0,1831.0,9559.0,0.13897719723785712,0.24402674573525918,0.32331172185603685,1.0905349794238695,0.017526144969347277,9.0,7.148305084745763,237.30041152263354,0.13897719723785712,12.0,4.94915254237288,6.0,4.11864406779661,236.0,6665.7521367521385,2.072649572649571,-0.021752680129642907,6.0,1.0,0.41223259794381817,29.547118358681526,0.0,0.0,485.0,560.0,724.0,0.015324677750734119,0.03576638974289685,0.4928774928774929,1.0,0.004438221782975531,95.0,66.97435897435895,6657.42268041237,0.015324677750734119,6.0,3.072649572649571,48.0,2.072649572649571,468.0,positive
sp|Q9L4S1_p|CATA_STAAU,1.7999999999999998,50.4,0.04515221104801767,84.0,4.0,19.701268994661234,1.1894736842105262,0.8848297780650723,0.8757523645743767,504.0,968.0,4260.0,0.6067265992439513,0.8545067800324436,0.24021419171711855,4.015873015873016,2.6526315789473682,2.0,2.0,0.44841269841269854,0.6067265992439513,78.0,16.4,2.0,50.4,20.0,422.19607843137254,3.9450980392156882,0.05075595028433469,14.0,2.0,2.209810010952516,4.324378570325768,0.017920946156240274,0.0128,503.0,1859.0,9762.0,0.13184311607871235,0.23447753417646636,0.34693263864187657,1.075546719681908,0.015531882044156247,9.0,6.811764705882351,278.4194831013919,0.13184311607871235,14.0,4.772549019607842,6.0,3.9450980392156882,255.0,7638.505154639181,2.0701030927834996,0.08182593195380802,4.0,1.0,0.3733837881984216,32.564070886938744,0.0,0.0,502.0,559.0,681.0,0.010455839085325571,0.031716529383589376,0.49295532646048096,1.0079681274900405,0.004277072505751044,83.0,63.30103092783504,7613.635458167334,0.010455839085325571,4.0,3.0618556701030943,46.0,2.0701030927834996,485.0,positive
sp|P19669_p|TAL_BACSU,4.0,22.210526315789476,-0.02256538607052215,48.0,2.0,13.10917295303046,1.4444444444444444,0.7018244912981755,0.7063870352716873,211.0,555.0,2364.0,0.4694838742675643,0.709508091069876,0.31796996774583564,2.8957345971563972,1.2339181286549707,3.0,2.2105263157894735,1.1706161137440754,0.4694838742675643,44.0,11.315789473684212,2.0,22.210526315789476,19.0,284.5248226950353,2.9787234042553186,0.05981824699011122,8.0,1.0,1.494519942879655,5.064640324214793,0.0035971223021582736,0.005859375,210.0,510.0,1664.0,0.1484409469359257,0.20192815346155396,0.4115137411347517,1.0571428571428574,0.02127659574468085,14.0,9.765957446808507,238.03809523809525,0.1484409469359257,8.0,3.8936170212765955,7.0,2.9787234042553186,141.0,2476.0392156862736,2.0490196078431384,0.03161037891268453,4.0,1.0,0.3536213489582634,25.394475031391867,0.0,0.0,209.0,232.0,283.0,0.04600304921214646,0.04124209436417959,0.49754901960784303,1.0,0.010093692649473582,65.0,51.519607843137244,2515.8755980861247,0.04600304921214646,4.0,3.0490196078431384,40.0,2.0490196078431384,204.0,positive
