nameseq,k-tsallis13.0,k-tsallis23.0,k-tsallis33.0,k-tsallis43.0,k-tsallis53.0,label
sp|Q81LS2_p|DNAK_BACAN,0.49701441870026236,0.49996738493530296,0.4999971775366504,0.4999984605508046,0.499998642960084,positive
sp|Q81X78_p|ENO_BACAN,0.4973491185209406,0.49997080760184637,0.4999963712859209,0.4999971939760482,0.4999972577044793,positive
sp|P13243_p|ALF_BACSU,0.49722363156274807,0.499958046483623,0.499991903883255,0.49999371258991,0.49999366776003346,positive
tr|Q8Y498_p|Q8Y498_LISMO,0.4970931146290558,0.4999560338946244,0.49999264239244784,0.49999366776003346,0.4999936224489796,positive
sp|P68905_p|ALF_STRP1,0.49678292590645606,0.4999579870545503,0.4999929998050902,0.49999405469678954,0.49999401348163935,positive
sp|P99136_p|G3P1_STAAN,0.4973483813168124,0.49996593995937,0.49999406865926793,0.49999524725602157,0.4999954637828422,positive
tr|Q8CWN6_p|Q8CWN6_STRR6,0.49750726626335073,0.49997027202751226,0.49999469222521764,0.49999605479106174,0.49999603253322755,positive
sp|Q8Y3P9_p|CATA_LISMO,0.4981912290428494,0.49998241145383443,0.49999736042612863,0.49999787437559784,0.499997865582952,positive
sp|Q9L4S1_p|CATA_STAAU,0.49822272132124495,0.4999834328021332,0.4999975994693279,0.499997968475932,0.49999800797606386,positive
sp|P19669_p|TAL_BACSU,0.49708683594510905,0.4999520435055356,0.49998671849692256,0.49998855337560955,0.4999884430473373,positive
sp|Q81V33_p|TAL1_BACAN,0.4967728627668004,0.4999453080422483,0.4999880479287371,0.49998887504449985,0.4999887693448036,positive
tr|Q81Y15_p|Q81Y15_BACAN,0.4975416533325794,0.4999799867127823,0.4999980768898646,0.49999879046473217,0.49999884874243106,positive
tr|Q8Y7H4_p|Q8Y7H4_LISMO,0.497534203897168,0.49997952025178427,0.49999815591976227,0.49999881407780433,0.49999885215794304,positive
sp|P99161_p|TKT_STAAN,0.4975972668566237,0.4999802721409934,0.49999833041155356,0.4999988277067058,0.4999988451695753,positive
sp|Q8Y6W0_p|PFKA_LISMO,0.4969131832936102,0.49996203055020066,0.4999930466203231,0.4999948026423873,0.4999949609473419,positive
sp|Q65EM9_p|PGK_BACLD,0.4969017698678665,0.4999613746359318,0.4999948037966749,0.49999642836058356,0.4999967126890204,positive
sp|Q8Y4I2_p|PGK_LISMO,0.4968596181434795,0.49994948066988615,0.49999476807737175,0.4999965649868167,0.49999674614743855,positive
sp|P68897_p|PGK_STRP1,0.4967188883738406,0.49996077242005627,0.4999945892967013,0.49999669802997326,0.499996779097632,positive
sp|Q8DN74_p|G6PI_STRR6,0.49767613593937765,0.49997738985556556,0.49999685941685046,0.49999748637615876,0.4999974750662795,positive
