nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
sp|Q81LS2_p|DNAK_BACAN,0.743203284653501,0.767954392028775,0.7689592920317009,0.769034061656146,0.7690454538999274,positive
sp|Q81X78_p|ENO_BACAN,0.7451808608048032,0.7680319044571616,0.7688936638519583,0.7689349170770319,0.7689380168671486,positive
sp|P13243_p|ALF_BACSU,0.7447124677986746,0.7677098924520129,0.7686625984099734,0.7687287356048873,0.7687264117906129,positive
tr|Q8Y498_p|Q8Y498_LISMO,0.7439894093542778,0.7676701519707387,0.7686870835106037,0.7687264117906129,0.7687240688776527,positive
sp|P68905_p|ALF_STRP1,0.7429606143722275,0.7677215784938268,0.7687052339710299,0.7687466645849961,0.7687444858222929,positive
sp|P99136_p|G3P1_STAAN,0.7452483399706471,0.767895153440073,0.7687643792099133,0.7688156492930126,0.768824721452191,positive
tr|Q8CWN6_p|Q8CWN6_STRR6,0.7461888632142079,0.7680165039332714,0.7687999902447344,0.7688599419723717,0.7688585834399885,positive
sp|Q8Y3P9_p|CATA_LISMO,0.7497876847733609,0.7683314754710528,0.7689546871404918,0.7689826888684518,0.768982022330492,positive
sp|Q9L4S1_p|CATA_STAAU,0.7501400310082293,0.768376836129681,0.7689694052965379,0.7689907904554368,0.7689929387005618,positive
sp|P19669_p|TAL_BACSU,0.743854402460572,0.7675166361755374,0.7684327299415227,0.7684896868709737,0.7684850517697495,positive
sp|Q81V33_p|TAL1_BACAN,0.7424767140419029,0.7674157020177249,0.7684779448657719,0.7685032909555028,0.7684988056790577,positive
tr|Q81Y15_p|Q81Y15_BACAN,0.7466397992655047,0.7682854879117151,0.7690154880221794,0.7690604372144494,0.769064483241652,positive
tr|Q8Y7H4_p|Q8Y7H4_LISMO,0.7464580033209716,0.768281862085473,0.7690171195504518,0.7690619532221404,0.7690645621462522,positive
sp|P99161_p|TKT_STAAN,0.7465699606494918,0.7682952239812241,0.7690293880788027,0.7690627560648432,0.7690639051017176,positive
